,mbti,comments
1988,ENTJ,네 서로 노력은 하되 나다움을 잃지 않는 게 중요하겠죠 제가 표현을 더 좋게 하고 싶은 마음에 대답이 느려지는 경우는 있는데 생각이 너무 많아서 대답이 느려지는 경우는 거의 없어서 표현이 느려질 때 저도 인프제 남친에게 좀 한 마음을 느끼기도 해요 말할 때마다 이걸 어떻게 정리해서 말해야 될까 하면서 먼저 운을 띄우고 생각하고 말하더라구요 너무 신기해요 저도 그냥 편하게 말해도 되니까 그렇게 말해 줬음 좋겠다 했는데 성향 차이라 어쩔 수 없긴 하더라구요 그래도 제 남자친구는 보면 인프제에 더 많이 가까운 것 같기는 해요 생각이 너무 많아서요 아 근데 인프제도 상대방이 너무 좋을 때는 불안함을 느끼거나 생각이 더 많아지기도 하나요 너무 궁금한 점이 많은데 하나씩 다 물어보면 남자친구가 힘들어 할 것 같아서 자제 중이에요 저는 질문 공세가 저한테 애정표현인데 그분은 저를 궁금증 많고 말 많은 여자친구로 인식하고 있어서 자제할까 봐요
29397,ISTP,신고하세요 냅두면 더 도를 넘겠네요 저건 그냥 잠재적 범죄자예요
14804,ESFP,잇프제 남자 이성적 호감 있으먄 어케 하나요
68339,ISTP,밖에서는 예의있고 인성이 착하다는 소리 가족들한테는 철없다는 소리 마니듣죠
21476,ESTJ,햐진짜 왜저런대요 가장중요한 건 미루는 저 스탠스 잘 대처하신것 같습니다 쓴이를 욕할게 뭐있겠어요 토댝
29461,INTJ,감사합니당 잇프피분들은 생각두 다정해서 완전 좋아요
46515,ESTP,그냥 맛있는거사주기요
70673,INTP,전남친들한테 씨게 데이셨나봐요
9922,INTP,호감은 확실한거 같은데요 니면 글쓴이 님 에게서 인팁이 흥미를 가질 만한 것을 발견했거나 오 나랑 비슷한 취미가 있네 이사람뭘까 같은거요 인기 많음 남한테 관심 별로 없어요
64826,INFJ,잇팁 감수성 잇픕 관찰력 뭐야 바꼈네요
65676,ESFJ,참고하겠습니다 찐사일때 어떤 행동하세요 찐사 vs 그냥 연애의 상대 인지 구분하시나요
2258,ENFJ,앗 이미 적으셨네요
15867,ISFJ,제 기준으로는 질문을 계속 하는 것도 나름 생각 많이하고 노력해서 하는 질문들 일 거에요 본인 얘기를 본인이 시작하진 않는 편이라 질문을 많이 해주신다면 오히려 좋아 대답은 또 잘하는 편이라
45825,ISTJ,제남틴은 왜그럴까여 안받고 살아봐서 낯간지럽나
28695,ISFP,진짜 계획 망해도 아 망했네 이게 끝이에요
36754,ESTP,음 날 안좋아하나 싶을 것 같아요 표현과 애정도는 비례한다고 생각하는 편이라
17023,INFJ,앗 왜요 기간과 상관이 있나요
48094,INFJ,네 연락안해요 선보고 후보고 식으로 연락하고 상대가 더 자주 해주길 원하면 노력할듯합니다
14984,ENFJ,엣프제 넘모 따수워요 남자친구 엣프제인데 진짜 보고싶어 귀여워 예뻐 무한반복 인정입니다 행복한 연애하세용
27061,ISFP,많은 생각을 하느라 긴장해서 그런걸수도 있어요
67838,ESTJ,엣티제인데 저도 보기만해도 속이 결론만 듣고싶음
7638,ISFP,그럼 혹시 상대도 연락 안해도 별로 신경안쓰나요 너무 형식적인 아침저녁 인사가 싫어서요
6386,ENFJ,맞아요엔프제 기본값은 건강이든 불건강이든 돌진 감정표현하는 스타일인데요 사람의 반응에 민감하기도 한게 엔프제 특징이라
54975,ESTP,저도 우울은 없어요 감정기복도 워낙 없어서
45087,ISTP,물음표 하나 보내보시죠
32630,ENTP,반응이 너무 사랑스럽 꺄항 이러니 엔팁들이 가만히 안 두지
70442,INTJ,네 미안한 이유가 확실하면 그거에 대한 거는 확실히 하는 편입니다
72494,ESFJ,친해지면 오히려 시크해지고 직설적이 되고 안 친하면 더 다정한가요
14355,ENTP,저도 일이 교대근무쪽이라 오며가며 보는게 전부인데 그 오며가며 볼 수 있는 시간을 늘리는 식으로 가까워졌습니다 제가 평소 출근자체를 1시간전에 하는 성격이라 크게 어색할 것도 없고 성실함꾸준함 이미지까지 어필하기도 좋죠 지금은 거의 2시간동안 열심히 수다떨다 교대하고 퇴근 때도 짤막하게 수다떨다 교대합니다 대화주제도 사적인 얘기 신체얘기 tmi 나옵니다 회식 때도말이 회식이지 그냥 34인 소모임입니다 잘 마시면서도 페이스조절 잘하고 마치고나서 매너톡물론 이건 사실 짝녀분께만 하는 아마 큰 착각이 아니라면 이거도 점수 땄다고 생각합니다 그 뒤론 아예 이렇게 정예맴버되서 3인팟으로 놀곤합니다 3자분은 윗상사분이신데 저랑도 친하기도하고 유부라서 딱히 경계할 건 없어서 저 역시도 이 3인팟이 편합니다 프존일 수도 있지만 어차피 같은직장인 이상 매일 볼 테니 프존에서 시작할 수 있는 것만으로도 좋은 기회라고 봅니다 따로 보는 시간이야 쉬는 날 오후에 약속잡으면 되죠
31248,ENFJ,성향부터 자세하게 말씀해주시는 거 넘 좋습니다 감사합니당
72543,INTJ,진짜 마음에 들면 빨리 내꺼 만들어야죠 시간 없어요
36189,ESTP,맞아요 j는 통제형이즁
64986,ISTP,전 연애초반보단 덜하지만 그래도 표현 많이 해요 그리구 남자친구가 있고 신경쓰인다고 했으면 다른 이성을 만나는 건 자제해야할텐데 배려가 없는 듯
48272,INFJ,반갑죠 인프제 선톡은 생각이 많아서 그렇게 쉽게 못해요 어떻게 시작할지 고르느라요
19849,ISFJ,아뇨 어떤 사이인지는 모르겠어요회사 소개팅 이걸로는 구별이 어렵네요 허나 이성이고 집까지 데려다준다는 멘트는 호의보단 호감입니다
29049,ISFJ,공감 가요 잠수할 땐 읽지도 않고 본인 기분 풀리면 한꺼번에 보는거 근데 티 안나게 카톡은 다 보더라구요
53647,ISTP,완전 서운요
68914,ISTP,바보같지 않아요 저도 이러고 있습니다 얘는 나없어도 잘 살겠지 왜 난 혼자서 거리고 있는걸까 서운했다가 내려놓았다가 이런 마음이 하루에도 몇십번 인거 같아요
47458,ISTP,추가된거 910약간 12 다맞네요 전 만나서 뭘 해주는거보다 보는거 자체가 목적이었던거 같아요 엄청 어릴때긴 하지만
63934,ISFP,엇 혹시 제가 올린 글 한번 봐주실수있을까요 이전에 한번 잡고싶어서 올렸었는데 어떻게해야 잡을수있을까요
36128,ENTP,아 화장을 저언혀 안하세요제가 그래서 립밤이라도 사줄까 예전에 떠봤는데 피부가 예민해서 사양하시더라구요그래서 옷이라도지갑은 너무 뭔가 의미심장한 선물같애서요
47154,ISTP,그게 무슨뜻이냐면 마스크를 벗고 화장을 했다는 뜻입니다
4261,ESTP,잘될거에유 후기 도 끌고 와주세요
76802,ENTP,지나가는 엔팁으로써 원래 물어보지도않은 tmi 잘 떠들어요 의미를 두는건 아니고 그냥 원래 그래요 그리고 내가 한말에 대한 책임은 져야해서 한 말일거일거에요 깊게 생각하지마세여
62974,INFP,네 연락도 안하시면 그냥 잊혀집니다
43366,ENFJ,이건 답하기가 조금 어려운데 동성 이성 구분없이 주변에 entj enfp entp infj infp 위주에요 다 제가 아끼는 사람들
10164,INFP,아항 그렇군용 갑자기 이런 장문톡이 올줄은 몰랐어서 제가 너무 겁을 먹은건가보네요
30329,ISFP,전여친은 말로 사랑한다던지 스킨십을 먼저한다던지 잘 못해요 엄청 뚝딱거려서 전여친은 제가 갖고싶은거 있을때 말없이 사다주고 편지도 같이 써주는 그런 사람이었어요사귀고있을 당시엔 스킨십이나 말로 표현등을 먼저 해주지 않으니까 얘가 날 좋아하는게 맞나그렇게 생각하면서 불안해했었던거에요저도 원래 표현이 적은줄알았는데 진짜 좋아하는사람 만나니까 달라지더라구요
13339,ESTJ,만약에 모임에서 만난 이성분이 헤어지고 카톡으로 오빠랑 친해지고 싶어요 라고해서 본인이 나도 너랑 친해지고 싶어했을때 이성분이 따로 연락하고 싶은데 번호 좀 알려주세요라고 하면 어떨거 같나요
11975,ISFP,어머 반갑습니다 어뭉님도 isfp세요 딸이 f성향으로 태어났으면 세상살기 좀 더 쉬웠을텐데사실 기질과 성향은 복불복 하늘의 뜻이니 제 친정언니가 피도 눈물도 없이 냉혈 t 인데 우째 딸은 저를 안 닮고 이모를 닮아서는 그래도 타고난 성향이니 좀더 부드럽게 사회화 시키는 것이 중요한거같아요 우리 귀한 공주들 예쁘게 잘 키워봐요
12042,ISFJ,흐엉 어쨋든 좋은 의미는 아니였군요
26694,ISFP,잇프제님 글 볼때마다 제 전 연인들도 비슷한 상황을 겪었을까 생각하면 계속 미안한 감정이 생겨요
5225,INFJ,네 상대가 해줄 수 있는건 많이 바라지도 보채지도 말고 그냥 그 자리에만 있어주는게 아닐까 싶네요
49710,ENFJ,플러팅 자신 있구요 상대방이 나를 어떻게 생각하는지 마음이 있는지 지켜보고 있는거일 확률이 있습니다 적극적이나 일방적이진 않은 스타일이에요 내가 좋아하는 사람이 나를 좋아해주길 바라거든요 난 호감인데 상대는 부담이 될 수 있으니 조심스럽게 살핀 쪽일 겁니다 그 와중 isfp님이 만나자는 호감표현을 하니 오예 하며 기쁜마음으로 응했을겁니다
47293,ENTP,와안전 애교쟁이에요 제잇팁도 기여워미치겠어요 자꾸 보고싶다하고 저때문에 고장난거같다하고 오히려 제가 어쩔줄을 모르겠어요 안변하면 좋겠네용
47421,ISTP,2번이요 헤어지고 싶은 상황이면 충분히 생각해보고 마음 정리도 됐을텐데 눈치주는 것도 피곤하고 귀찮게 느껴지죠 시간까지 끌어가며 감정소모 할 이유가 없어요
48686,INFJ,네 하기도 합니다 하지만 먼저 하는게 힘들어서 호감이 있어도 상대방이 먼저 해주길 기다리는 경우가 많은 것 같아요
48265,ISTJ,님연재 계속 해주세여 넘나 재밌어
80219,ENTP,엥 34일동안 연락을 안하셨다구요 맙소사
69911,INTJ,처음부터 시작한다는 마음으로 일단 두 분이 어서 만났으면 하네요
55850,INTP,제 남친만 그런가봐요 돈에 있어서 잔소리 엄청 심해요 저도 아빠가 엣티제라 잔소리에 질려서 한 소리하고싶은거 엄청 참는데
64928,INFP,유형 jp 불문 애인 한정으로는 자기관리에 있어서 극j마냥 깔끔하게 단장하고 나가는 남성분들이 대다수인데 식초냄새는 어 가족한테도 안 그러겠는데요
43020,INFJ,그렇군요 참고하겠습니다
9553,ENFP,꺅 10년이라니대단해욥 잔소리 안하구 잘 이줘야겠어요
72362,INTJ,혹시 잇프제세요
70629,ISFJ,이얏 그저 만끽하겠습니다 감사합니다
30038,INFP,잇프피 친구들이 있었는데 좀 더 현실적이고 순응하는 느낌이었어요 정확하게 뭐라 말하기는 어려운데 인프피는 특히 가치관에 대해서는 되게 명확하고 감정적으로 불같을 때도 있는데 잇프피는 아쉽긴 한데 어쩔 수 없지 이런 느낌 이런 바이브가 생활 태도 전반에 깔려 있는 것 같더라구요 그런거 다 감정소모로 느끼는 듯한 그래서 왜 저런걸 냅두지 왜 방관하지 이렇게 느낄 때도 있었구요
49128,INFJ,1 저는 못해요 2 아무한테나 하지 않습니다 3 없는편이에요 4 친절은 그냥 사회생활느낌 촉으로 벽이 느껴진다하면 친절 어딘가 끈적하다하면 다정입니다 5 확인사살 혹은 놀리기 혹은 니입으로 다시 듣고싶다 6 빠른편입니다
10094,ISTJ,직진해보려고 해도 연락이 잘 되지 않아서 할 수 있는게 없네요
28172,ESFP,회피형은 하루라도 빨리 놓는게 이득입니다 잇프피는 회피형 가장 많은 유형으로 저와는 상극이어서 저는 앞으로 만날생각이 아예없습니다 좋은분 만나서 행복한 연애하시길 바라요
37894,ESFP,역시 사바사 저도 사회적 이슈에 관심 많아서 관련 봉사활동이나 기부도 많이 했거든요 근데 제가 아는 잇팁님은 그걸 전혀 이해하지 못해서그 시간과 에너지를 너와 가족에게 쓰라는 입장 사실 일 잘하는 것도 쓸데없는것들 쳐내고 최소한의 에너지로 효율 내려고 하다보니 일을 잘하게 되는 것 같아요 귀찮으셨을텐데 장문의 댓글 달아주셔서 감사합니다
48237,INFJ,아닠 개인적으로는 다른 ni 주기능 유형인 인티제 분들의 의견도 궁금하네요 사실 ni를 미숙하게 쓰는 사람들이 저런 류의 궁예질을 하는 경우가 있어서요 아무래도 ni 주기능자 입장에서는 자신의 부정적인 버전을 보는 셈이니 그 때문에 더욱 싫을 수 있고요
73286,INTJ,회사 업무중에 기사 스크랩이 있어서 어쩔 수 없이 매일 기사를 다 찾아봐야하거든요 난감하네요
55112,ISTP,사귀고 싶다는건지 선 긋는건지 아리송하네요
33155,ISFJ,굉장히 자기중심적인 스타일로 알고 있어서 자기 기준에 꼬라지가 나면
66061,ISTP,내 옆에 있는 사람이 어느 날 갑자기 이별을 고한다면 슬플까 아니 슬프겠지만 금방 극복 가능 할 거 같은데 이런 생각하면서 내 마음이 어느 정도인지 측정해보거든요 이 사람 없어지면 한동안 나 진짜 슬프겠다 라는 생각이 들면 나 꽤 좋아하고 있나 보다 생각해요
55436,ENTJ,본인말론 부끄러웟다 하던데 6명이서 우 물어봐서 당황스러웟다고 근데 나름 논리적이라 저도 납득하긴 햇는데 여러분 말들어보니 납득안가네요 왜 이쁘다 안햇을꼬
20762,ENTP,그거 다 말했죠 당연히 자기가 잘못한것도 알아요 시간이 좀 필요할거같다라고 하니까 알겠다면서 아무렇지도 않게 연락이 계속 와서 구런거죠
